runtime,timestamp,CentralPowerMWh,LocalPowerMWh,CommercialPowerMWh
2025-06-17T16:18,2025-06-08T06:00,23.051769999999998,52.6545175,57.007275
2025-06-17T16:19,2025-06-08T06:00,23.051769999999998,52.6545175,57.007275
2025-06-17T16:37,2025-06-08T06:00,23.051769999999998,52.6545175,57.007275
2025-06-17T16:43,2025-06-08T06:00,23.051769999999998,52.6545175,57.007275
2025-06-17T18:01,2025-06-08T06:00,23.051769999999998,52.6545175,57.007275
2025-06-17T18:02,2025-06-08T06:00,23.051769999999998,52.6545175,57.007275
2025-06-17T18:03,2025-06-08T06:00,23.05177,52.6545175,57.00727499999999
2025-06-17T18:04,2025-06-08T06:00,23.05177,52.6545175,57.00727499999999
2025-06-17T18:24,2025-06-08T18:00,52.677395,55.355244,59.80482599999999
